Name der Klinik;Bewertung;Datum der Bewertung;Sternebewertung;Likes
DIAKOVERE Henriettenstift;Mein Vater war schon zweimal wegen eines Schlaganfalls in diesem Krankenhaus. Über die Ärzte kann ich mich nicht beschweren.  Auf der Schlaganfallstation war soweit auch alles in Ordnung. Jedoch auf der Station 1A  werden Patienten wie im Straflager untergebracht. Die Zimmer sind in einem verkommenen Zustand und das Personal könnte zum Teil auch besser sein. Ich musste feststellen, dass das männliche Pflegepersonal sehr nett und aufmerksam war,  jedoch  ganz besonders eine Nachtschwester sich daneben benommen hat. Meinem Vater, der aufgrund eines Schlaganfalls, sehr schlecht sehen kann und auch körperlich sehr hinfällig ist, wurde eine Urinflasche in die Hand gedrückt und er musste sehen, wie er zurecht kommt. Dabei ging natürlich etwas daneben. Er wurde daraufhin wie ein Kleinkind getadelt, sie haben auf die Erde gepinkelt, dass machen sie wohl zu Hause auch so. Sie brauchen nicht klingeln , sie können groß und klein in die Windel machen, sie berufen sich nur auf ihr Alter. Mein Vater ist 91 Jahre alt, geistig noch voll auf der Höhe, nur körperlich ist er sehr angeschlagen. Für ihn war das eine Demütigung und seelische Verletzung. Er wurde in ein Zimmer abgeschoben, wo weder Radio noch Fernsehen funktionierte. Er lag allein im Zimmer und musste  sich so behandeln lassen . Ich habe ihn nur mit einer Pampers  und einer Schlafanzugjacke angezogen vorgefunden. Sein Mittagessen klebte ihm im Gesicht un die Urinflasche mit Urin stand in seinem Zimmer. Darüber auf seinem Nachttisch der Nachtisch vom Mittag, ein Stück Kuchen und sonst noch alles Mögliche. Alles sehr lecker und hygienisch. Eine Halterung für die Urinflasche hat er nicht bekommen, weil er sie abreißen könne, wenn er aufsteht. Mein Vater war aber überhaupt nicht in der Lage  sich allein aufzurichten, geschweige denn das Bett zu verlassen. Alle Zimmer auf der Station  müssten dringen renoviert werden. Das Fernsehen und das Radio soll laut Auskunft des Personals in jedem zweiten Zimmer nicht funktionieren. Ich möchte noch erwähnen, dass das Telefonkabel mit einem Klebestreifen an die Steckdose geklebt war, weil es nicht mehr in Ordnung ist. Es geht um Zimmer 112.  Schade, das das gute männliche Personal in so einem Krankenhaus arbeiten muss. Wer sich noch einigemaßen auf den Beinen halten kann, kann damit vielleicht noch umgehen, aber ältere Menschen, die auf die Hilfe anderer angewiesen sind und eine Pflegestufe haben, sind dort hoffnungslos abgeschoben.;vor 5 Jahren;2;6
DIAKOVERE Henriettenstift;Am liebsten gar keinen Stern. Meine Mutter, 92, wurde als Notfall eingeliefert. Sie lag über drei Stunden auf einer Pritsche - ohne Decke - auf dem Flur, niemand kümmerte sich um sie. Sie konnte wegen einer Verletzung nicht gehen und brauchte unbedingt Hilfe, um auf die Toilette zu kommen - niemand hat sich darum geschert, trotz ihrer Bitte um Hilfe. Als sie dann endlich auf ihr Zimmer kam, gab es kein frisches Bettzeug, sie sollte in ein durchwühltes Bett, aus dem wohl die Vorpatientin entlassen worden war. Auf dem Fußboden lagen Glasscherben und eine Wasserpfütze, offenbar war jemandem ein Glas oder eine Flasche heruntergefallen. Erst auf unseren Hinweis wurden die gröbsten Glassplitter beseitigt, kein Wischen, kein Saugen. Die Wasserpfütze blieb. Unfallgefahr auch. Die sog Putzfrau hat einmal über den Tisch im Zimmer gewischt (die Frage stellt sich, mit was für einem Lappen?), aber keinen Fußboden oder die Tische am Krankenbett gewischt. Hygiene? Fremdwort. Es lebe der multiresistente Keim! Die Krankenschwestern unfreundlich, Hilfeleistung erst auf insistierende Nachfrage. Die Essenszeiten offenbar irgendwie - irgendwann, nicht strukturiert, nicht durchorganisiert. Offenbar keine Kontrollmechanismen im Krankenhausalltag. Personal wenig bis gar nicht auskunftsfreudig oder schlicht unwissend. Unser Fazit: Katastrophal!! Gerade vor dem Hintergrund  finanzieller Engpässe in den Krankenhäusern, die es zweifellos in vielen Kliniken gibt, sollte eine straffe Organisation den Geldmangel wettmachen. Es gibt Kliniken, die  zeigen, dass es geht. Eine renovierte Fassade und ein glasüberdachter Innenhof wie im Henriettenstift sind kein Synonym für eine patientengerechte Behandlung.  Glücklicherweise war unsere Mutter nur 2 Tage dort, dann wurde sie verlegt. Andernfalls hätten wir sie dort keinen Tag länger gelassen.;vor 4 Jahren;1;7
DIAKOVERE Henriettenstift;Ich war leider schon zwei mal nach Achillissehnenrissen dort und bin jedes Mal von der OP und dem Heilungsverlauf sehr zufrieden. Einziger Kritikpunkt ist m.M. nach die nicht mehr zeitgemäßge und dazu noch häufig defekte Ausstattung in einigen Zimmern.;vor 5 Jahren;4;1
DIAKOVERE Henriettenstift;"Meine Tante liegt im Sterben auf Station 1 - das erfuhr ich nach 28 Stunden (!!!!!) und insgesamt 23 Versuchen (!!!!!), eine Auskunft über Zustand und Diagnose zu erhalten (Ich lebe 380 Kilometer entfernt). Die schließlich erhaltene Auskunft war floskelhaft und ohne jeden Inhalt.

Null Empathie mit Sterbenden und deren Familie (hier könnte man schon in den Minus-Bereich von Empathie gehen). Mein nachdrücklicher Eindruck ist, dass sowohl die Frau im Pflegedienstzimmer als auch die Ärztin mich für dumm und lästig gehalten haben.

In den vergangenen neun Monaten hatte ich mit sehr vielen Krankenhäusern zu tun - so etwas wie diese Station ist mir dabei nie untergekommen.

Anders war Station 11 des Henriettenstifts, auf der meine Tante zuerst lag: Freundliche MitarbeiterInnen, die Empathie zeigten, auch wenn sie nichts sagen durften.";vor 4 Jahren;1;7
DIAKOVERE Henriettenstift;Enttäuschende Behandlungen;vor einem Jahr;2;1
DIAKOVERE Henriettenstift;Top gute Leistungen;vor 3 Jahren;5;1
DIAKOVERE Henriettenstift;Personalbesetzung unterirdisch;vor einem Jahr;1;1
DIAKOVERE Henriettenstift;Die Klinik für Mund-, Gesichts-, und Kieferchirurgie ist nicht empfehlenswert. Ein Stern ist zuviel!;vor 4 Jahren;1;5
DIAKOVERE Henriettenstift;Der schlechte Ruf hat sich bestätigt.;vor 2 Jahren;1;3
DIAKOVERE Henriettenstift;sehr freundliche Kollegen,;vor 2 Jahren;4;Keine
DIAKOVERE Henriettenstift;Gute Ärztliche Versorgung.;vor 4 Jahren;5;Keine
DIAKOVERE Henriettenstift;Hat sich viel verändert;vor 4 Jahren;3;1
DIAKOVERE Henriettenstift;Sehr unpersönlich;vor 4 Jahren;3;4
DIAKOVERE Henriettenstift;"(Übersetzt von Google) Sehr kompetentes Team und fast keine Wartezeit. Auf jeden Fall vertrauenswürdig und professionell

(Original)
Very competent team and almost no wait. Definitely trustworthy and professional";vor 4 Jahren;5;Keine
DIAKOVERE Henriettenstift;"(Übersetzt von Google) Gut

(Original)
Good";vor 6 Jahren;2;3
DIAKOVERE Henriettenstift;;vor 4 Jahren;4;Keine
DIAKOVERE Henriettenstift;;vor 4 Jahren;4;Keine
DIAKOVERE Henriettenstift;;vor 2 Jahren;5;Keine
DIAKOVERE Henriettenstift;;vor 8 Monaten;5;Keine
DIAKOVERE Henriettenstift;;vor einem Jahr;1;Keine
DIAKOVERE Henriettenstift;;vor 3 Jahren;1;Keine
DIAKOVERE Henriettenstift;;vor einem Jahr;4;Keine
DIAKOVERE Henriettenstift;;vor 4 Jahren;3;Keine
DIAKOVERE Henriettenstift;;vor 8 Jahren;3;Keine
DIAKOVERE Henriettenstift;;vor 5 Jahren;5;Keine
DIAKOVERE Henriettenstift;;vor 2 Jahren;4;Keine
DIAKOVERE Henriettenstift;;vor 4 Jahren;5;Keine
DIAKOVERE Henriettenstift;;vor 5 Jahren;4;Keine
DIAKOVERE Henriettenstift;;vor 3 Jahren;5;Keine
DIAKOVERE Henriettenstift;;vor 2 Jahren;1;Keine
DIAKOVERE Henriettenstift;;vor 2 Jahren;1;Keine
DIAKOVERE Henriettenstift;;vor 4 Jahren;1;Keine
DIAKOVERE Henriettenstift;;vor 4 Monaten;5;Keine
DIAKOVERE Henriettenstift;;vor 4 Jahren;2;Keine
DIAKOVERE Henriettenstift;;vor 1 Tag;5;Keine
DIAKOVERE Henriettenstift;;vor 5 Monaten;5;Keine
DIAKOVERE Henriettenstift;;vor 4 Jahren;3;Keine
DIAKOVERE Henriettenstift;;vor 4 Jahren;5;Keine
DIAKOVERE Henriettenstift;;vor 4 Jahren;5;Keine
DIAKOVERE Henriettenstift;;vor 3 Jahren;5;Keine
DIAKOVERE Henriettenstift;;vor einem Jahr;4;Keine
DIAKOVERE Henriettenstift;;vor 11 Monaten;1;Keine
DIAKOVERE Henriettenstift;;vor 4 Jahren;5;Keine
DIAKOVERE Henriettenstift;;vor 2 Monaten;2;Keine
DIAKOVERE Henriettenstift;;vor einem Jahr;5;Keine
DIAKOVERE Henriettenstift;;vor 5 Jahren;3;Keine
DIAKOVERE Henriettenstift;;vor 4 Jahren;1;Keine
DIAKOVERE Henriettenstift;;vor 3 Monaten;4;Keine
DIAKOVERE Henriettenstift;;vor 2 Jahren;5;Keine
DIAKOVERE Henriettenstift;;vor 4 Jahren;5;Keine
DIAKOVERE Henriettenstift;;vor 11 Monaten;1;Keine
DIAKOVERE Henriettenstift;;vor 5 Jahren;3;Keine
DIAKOVERE Henriettenstift;;vor einem Jahr;5;Keine
Eilenriede Klinik Hannover;"Sehr gutes Krankenhaus, ich war mehr wie begeistert. Nur nette kompetente Mitarbeiter und tolle Ärzte.
Auch an der Küche ist nichts auszusetzen.
Ich fühlte mich mit meiner Schulteroperation sehr gut aufgehoben.";vor einem Monat;5;Keine
Eilenriede Klinik Hannover;Ein tolles Umfeld um zu arbeiten. Wunderbare und nette und das wichtigste hoch kompetente Gesundheits und Krankenpflegerinnen. Mein kurzfristiger Einsatz hat mich viel lernen lassen;vor 2 Jahren;5;Keine
Eilenriede Klinik Hannover;"Personal macht einige Fehler, die vermeidbar wären.
Freundlichkeit und Hilfsbereitschaft sollte selbstverständlich sein, leider war dieser so wichtige Termin sehr ärgerlich für mich. Die Sterne gibt es nur für die super Ärzte! Dr.Duckstein und Dr.Eck!";vor 2 Monaten;2;Keine
Eilenriede Klinik Hannover;Habe hier mein Krankenhaus Praktikum absolviert. Nettes Personal, freundliche Ärzte. Top Klinik Nummer 1 in Hannover !;vor einem Monat;5;Keine
Eilenriede Klinik Hannover;Ich wurde am 07.01.21 von Hr. Dr. Boorboor in der Eilenriede Klinik operiert. Alles verlief komplett unkompliziert. Alle waren sehr nett. Vor allem aber die unglaublich liebe Narkoseschwester. Das war meine erste Vollnarkose und sie hat mir die Angst total genommen ob beim einschlafen oder beim aufwachen. Ich musste eine Nacht nach der Brustvergrößerung dort verbringen. Es kam dann immer wieder jemand rein um nach mir zu schauen haben Fieber gemessen, haben mir Wasser oder Kühlpads gebracht. Also wirklich toll. Danke dafür.;vor 2 Monaten;5;1
Eilenriede Klinik Hannover;Eine tolle Klinik, in der alles passte. Die stets super freundlichen Pflegekräfte, Physios usw. helfen wo es nur geht. Tolle Ärzte sind verfügbar. Die Zimmer sind sehr sauber und geräumig, sie verfügen natürlich über TV und WLAN. Auch das Essen war super lecker. Nicht, dass ich gerne in eine Klinik bzw. ein Krankenhaus möchte, aber es war echt klasse.;vor 4 Monaten;5;4
Eilenriede Klinik Hannover;"Von Fr. Dr. Duckstein und Hr. Eck an einer Brustvergrößerung operiert worden. Super Ärzte von youthconnection medic!! Top.

Das Team der Eilenriedeklinik ist sehr nett und hilfsbereit. 1 Stern Abzug, weil mein Bett soooo unbequem war, dass mir nach der OP, der Rücken mehr weh tat als die vergrößerte Brust :-)";vor 3 Monaten;4;1
Eilenriede Klinik Hannover;Habe dort nach einer Ober-und Unterlidstraffung eine Nacht verbracht. Eine absolut empfehlenswerte Klinik. Die Ärzte und das Pflegepersonal waren toll und haben sich super um die Patienten gekümmert.;vor 10 Monaten;5;Keine
Eilenriede Klinik Hannover;"Habe mich hier bei Dr Duckstein und Eck einer Brustoperation unterzogen. Die Zimmer waren geräumig und die Schwestern sehr nett, haben mich gut mit Kühlkissen und Schmerztabletten versorgt, obwohl ich fast keine Shcmerzen hatte ;-) . 1 * Abzug weil ich eine Stunde auf dem Flur warten musste.";vor 6 Monaten;4;2
Eilenriede Klinik Hannover;"Wurde gestern dort operiert. Tolles Personal,
Tolles Team. Bin sehr zufrieden.
Kann man nur Empfehlen
Gruß an den Koch, Essen war super";vor 9 Monaten;5;Keine
Eilenriede Klinik Hannover;Ich bin rundum zufrieden. Die Mitarbeiter waren sehr freundlich, haben mir meine Angst genommen und sind sehr kompetent. Es ist vom Anfang bis zum Ende alles sehr gut organisiert. Während des Aufwachens wurde ich gut betreut und alle waren für meine Fragen offen. Kleine Anmerkung. Ich wurde in der Coronazeit operiert. Es war nicht so viel Betrieb. Ich weiß nicht, wie die Betreuung ist, wenn es stressiger ist.;vor einem Jahr;5;1
Eilenriede Klinik Hannover;"Zweimal operiert von Professor Lobenhoffer.
Immer noch hell  begeistert. Beide Knie funktionieren noch tadellos nach Jahren.
Ich fahre immer noch einen Bürgerbus und des öfteren mit dem E-Bike stundenlang ohne Probleme .Diese Klinik ist einfach super in allen Bereichen mit denen ich zu tun hatte. Ich kann diese Klinik bedenkenlos  weiter empfehlen.";vor einem Jahr;5;1
Eilenriede Klinik Hannover;"Spitzen Klinik -

Schon von der ersten E-mail an habe ich sofort einen Rückruf erhalten und konnte einen ersten Termin wählen. Dann folgte die
Aufnahme, das Narkose - Gespräch und letzte Woche war die Operation. Von A bis Z Alles reibungslos verlaufen und PERFEKT organisiert. Selbst ANGSThasen wie ich sind in der Eilenriede Klinik genau richtig!

Meinem Bein geht es phantastisch und das gesamte Team ist immer für mich + Ihre Patienten da!

Fazit : Ich 'geh nur noch hier her!";vor 11 Monaten;5;Keine
Eilenriede Klinik Hannover;Diese Klinik kann ich empfehlen. Ich war gut aufgehoben und wurde bestens versorgt. Ein herzliches Dankeschön an alle, die zum Klinikteam gehören.;vor einem Jahr;5;Keine
Eilenriede Klinik Hannover;Ich habe mich sehr wohl und gut aufgehoben gefühlt. Von der Sauberkeit im Zimmer und im Bad über das wirklich gute Essen hin zum super Pflegepersonal: hier hat einfach alles gestimmt. Es ist sich toll um mich gekümmert worden und ich würde jederzeit wieder die Eilenriede Klinik wählen und weiterempfehlen.;vor 2 Jahren;5;2
Eilenriede Klinik Hannover;"ich hatte einen 1 wöchigen Aufenthalt in dieser Klinik und es War mit Abstand die beste Klinik In der ich je gelegen habe.
die Schwestern waren super lieb und ich habe mich sehr gut aufgehoben gefühlt.";vor einem Jahr;5;1
Eilenriede Klinik Hannover;"Ich kann diese Klinik nur allerwärmstens  !!
Die behandelnden Ärzte sind hervorragend !!
Das Klinikpersonal ist über jeden Zweifel erhaben !!
Ich habe selten so nette, fröhliche und freundliche Klinikmitarbeiter erlebt.
Hier habe ich mich sehr wohl gefühlt !
Auch die Verpflegung ist hervorragend.";vor 2 Jahren;5;1
Eilenriede Klinik Hannover;"Super liebe Schwestern u. Ärzte.
Habe so eine super nette Behandlung noch
in keiner Klinik erlebt. Würde immer wieder diese Klinik wählen, wenn ich kann.";vor 2 Jahren;5;Keine
Eilenriede Klinik Hannover;Ich kann sagen... hatte noch nie so eine Super nette Behandlung es beginnt schon bei der Anmeldung  (Personal) über die ganze Betreuung bis zur OP und nach der OP wirklich Top Schwestern super Nett alle  ......sowie Ärztin Fr.Bock für mich Note 1A....;vor einem Jahr;5;Keine
Eilenriede Klinik Hannover;"Sehr gutes Krankenhaus, ich war mehr wie begeistert. Nur nette kompetente Mitarbeiter und tolle Ärzte.
Auch an der Küche ist nichts auszusetzen.
Ich fühlte mich mit meiner Schulteroperation sehr gut aufgehoben. ??????";vor einem Jahr;5;2
Eilenriede Klinik Hannover;"Ich wurde hier operiert, ambulant.
Die op und die Ärztin fand ich super.

Die Schwester (Frau Kramer), die mich empfangen hat und vorbereitet hat fand ich lieblos und einfach kalt.
Sie hat mich abgeholt vom Wartezimmer und hat nicht mal „hallo“ gesagt.
Hat mir stumpf die Op-Klamotten gegeben.

Ich war sehr aufgeregt vor der op.

Nach der Op war sie noch schlimmer, meinte ich soll mich wieder anziehen gehen. Sie hat mir keine Hilfe beim anziehen etc angeboten.

Ich hab mich da beim Anziehen gequält??

Ich hoffe, sie macht sowas nicht mit älteren Patienten.";vor einem Jahr;3;7
Eilenriede Klinik Hannover;Super tolles Klima. Kurze Wartezeit. Sehr nette und erfahrene Ärzte mit toller Aufklärung und Beratung. Wohlfühlen auf hohem Niveau.;vor 3 Jahren;5;2
Eilenriede Klinik Hannover;"Eine schöne Klinik. Die Schwestern sind super lieb und hilfsbereit. Das Essen dort ist auch okay.
Kann diese Klinik nur empfehlen.";vor 3 Jahren;5;1
Eilenriede Klinik Hannover;"Hervorragender Schmerzspezialist: Dr. Alimy
Eingehende Beratung und Therapie auch im Zusammenhang mit dem netten Personal stets individuell und freundlich";vor 3 Jahren;5;1
Eilenriede Klinik Hannover;"Ich war 2 (beide Knie) mal in der Eilenriede Klinik. Top Ärzte, beste Betreuung! War noch nie woanders, deswegen fehlt mir der Vergleich was Essen und Unterbringung angeht! Ich war rundum sehr zufrieden!

Jetzt, 12 Monate nach der ersten und 7 Wochen nach der zweiten OP/Oxford Schlitten links und rechts, bin ich schmerzfrei und kann mich weitgehendst ohne Gehhilfe bewegen!
Fahrrad fahren/ebike funktioniert perfekt. DANKE Prof. Dr. Lobenhoffer!";vor 2 Jahren;5;4
Eilenriede Klinik Hannover;Ich habe mich rundum wohl und gut versorgt gefühlt! Sehr freundliches Personal:);vor 3 Jahren;5;3
Eilenriede Klinik Hannover;Sehr nettes Personal und eine prima Küche vor Ort;vor 5 Jahren;5;3
Eilenriede Klinik Hannover;super engeamgenet!;vor 2 Jahren;5;Keine
Eilenriede Klinik Hannover;Maggi ist die Queen von den Schwestern ??;vor 3 Jahren;5;2
Eilenriede Klinik Hannover;Guter Service;vor 2 Jahren;5;Keine
Eilenriede Klinik Hannover;;vor 2 Wochen;5;Keine
Sophienklinik GmbH;Ich wurde hier im April 2021 von Dr. Wünsch an der Hüfte operiert. Die Klinik und natürlich der Arzt sind sehr zu empfehlen. Das ganze Personal ist sehr freundlich und aufmerksam. Man fühlt sich sehr gut aufgehoben. Das Essen war auch sehr gut, man konnte aus 3 Gerichten auswählen. Zum Frühstück konnte man wählen, ob man Brötchen oder Brot möchte. Für mich gab es nur ein Manko, das Wasser schmeckt leider überhaupt nicht. Das ist aber auch schon alles an Kritik.;vor einem Monat;5;Keine
Sophienklinik GmbH;Ich wurde am 14. April operiert . Dr. Heller hat die Operation durchgeführt. Ich hab mich sehr gut aufgehoben gefühlt.  Sehr nettes, hilfbereites und freundlichesPersonal, Essen ist sehr gut und sehr sauber. Ich fühlte mich zu Hause. Vielen Dank an alle.;vor einem Monat;5;Keine
Sophienklinik GmbH;"modernes Krankenhaus, sehr nettes Personal Empfang, Schwesten, Ärzte bis zur Reinigungskraft.
Essen lecker.
Habe mich gut betreut gefühlt. Danke";vor 6 Monaten;5;Keine
Sophienklinik GmbH;Ich wurde am 09.04.21 am Fuss von Dr. Van Rhee operiert und bin sehr zufrieden . Danach hat man sich bestens um mich gekümmert . Vielen Dank dafür .Auch die Schwestern auf Station 2 waren sehr fürsorglich .Auch das Essen war sehr gut .Ich fühlte mich sehr gut aufgehoben nochmals vielen Dank an alle .;vor 2 Monaten;4;Keine
Sophienklinik GmbH;"Die gesamte Klinik macht einen sehr guten Eindruck, war am 28.01.21 dort und kann das so beurteilen.
Empfang, Voruntersuchung, Personal und Verpflegung waren sehr gut. Die OP verlief sehr gut, die Entlassung nach 2 Tagen ohne Probleme.";vor 4 Monaten;5;1
