Klinik;Nutzername;Local Guide;Anzahl geschriebener Rezensionen;Erfahrungsbericht;Sterne;Datum der Rezension;Likes;Antwort;Datum der Antwort;URL;Extraktionsdatum
Pius-Hospital Oldenburg  ;Michell Köpke;Nein;11 Rezensionen;Eine Patientin die offensichtliche Schmerzen hatt lachend wieder weg zu schicken ist das aller letzte.  Rechtliche Schritte werden folgen.; 1 Stern ;vor 3 Monaten;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Jan-Gregor Hahn;Ja;130 Rezensionen;Schwester Laura ist die Beste 👍; 5 Sterne ;vor 3 Monaten;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;J Palucci;Nein;1 Rezension;"Vielen Dank, insbesondere an das Team der Station 1c. Ich war von Beginn bis zum Ende in guten Händen.
Wer, wie ich Probleme mit einer Leistenhernie hatte. PIUS-HOSPITAL-OLDENBURG. 👍"; 5 Sterne ;vor 3 Monaten;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Andrea Baumann;Nein;6 Rezensionen;Als Notfall eingeliefert,ich fühlte mich von Anfang bis Ende meines Aufenthaltes sehr gut betreut und aufgeklärt. Besonders bedanken möchte ich mich bei Frau Dr.Ziegler und ihren Leuten.Das Essen ist prima, es wird einem jeder Wunsch erfüllt.Die komplette Belegschaft bekommt von mir 5 Sterne.; 5 Sterne ;vor 4 Monaten;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Flash Flash;Nein;11 Rezensionen;Sehr nettes Personal. Essen war gut. Kann mich nicht beklagen. Extra dank an Schwester Marie von der 3D, sehr nett und zuvorkommend.; 5 Sterne ;vor 4 Monaten;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Alexander Wulff (Tolien);Nein;11 Rezensionen;"Ich war vom 10.12.2020 bis 13.12 2020 auf der Station 1C zur Gallenblasen OP Fall Nr. 43070660 Ich hatte solche Angst schon Monate vorher konnte ich nicht mehr richtig schlafen solche Angst vor der OP. Gleich als ich rein kam spürte ich die liebevolle Atmosphäre dort im Pius alle waren lieb zu mir nahmen sich Zeit für mich, alle waren sowas von freundlich und bemüht. Ach ich könnte jetzt hunderte Situationen beschreiben, die sowas von schön für mich waren, es ist so ein gutes Krankenhaus, ich fühle mich spitzenmäßig versorgt, respektiert und eben die liebevolle Atmosphäre... Auch wie man sich um mich bemühte ist beispiellos Klasse gewesen. Auch das OP Team arbeitete professionell, liebevoll ich fühlte mich geborgen!!! Also ich muss sagen, das es sowas noch gibt, ich weiß nicht wie die das da machen, aber was die machen, ist beispiellos unübertroffen einzigartig. Auch das Essen... Ich kam mir vor wie im 4 Sterne Hotel, ich wurde bedient von vorne bis hinten. Auch die jungen Schwestern die ständig rein kamen, waren lieb bemüht sorgsam... KLASSE. Ich muss sagen und ich lüge da auch nicht ich war traurig als man mich wieder entließ, weil ich mich da so wohl gefühlt habe. Die OP ist perfekt gelaufen, ich hatte keine Schmerzen nach dem Eingriff ( Entfernung der Gallenblase ) Ich kam mir vor wie nach einer Wunderheilung ehrlich... Also wenn ich nochmal operiert werden muss... DANN NUR INS PIUS!!! Auch als dann entlassen war und unten auf mein Taxi wartete, standen noch 4 weitere Patienten dort und wir waren uns alle einig... das was die da leisten ist beispiellose unsagbare Klasse... Ich möchte mich ganz lieb bedanken bei euch macht weiter so und ich komme sehr sehr gerne wieder!!!

Björn Fanger"; 5 Sterne ;vor 5 Monaten;3;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Christina S;Nein;16 Rezensionen;"Wieder einmal muss ich sagen, dass das Pius Hospital klasse ist.
Mein Freund ist ein Angstpatient und zum Corona-Übel durfte ich ihn verständlicher Weise nicht begleiten. Was nach Problemen aussah entpuppte sich als 1A-Klasse. Natürlich hat man auch mal Ärzte und Pflegepersonal was man nicht so toll findet. Aber wenn mein Freund, den ich ja gut kenne, total zufrieden ist, dann hat das was zu heißen.
Ob es meine Mutter, meine Kinder oder mein Schatz waren, die dort bleiben mussten - zu 90% alles top dort!
Danke an alle im Pius Hospital!

Anbei muss ich eben bemerken, dass dort gerade in dieser Zeit Menschen in großer Anspannung arbeiten. Bitte akzeptiert die Regeln und unterstützt unser Ärzte und Pflegepersonal mit Verständnis und Einhaltung.

Übrigens, an eine der netten Lotsen dort - nach dem Naseputzen Hände desinfizieren oder waschen .-)
Sind eben alle nur Menschen aber gerade in Krankenhäusern und Praxen macht das noch mehr Sinn."; 5 Sterne ;vor 5 Monaten;4;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Tiesi_Boy Gaming;Nein;1 Rezension;Gut aufgehoben gefühlt in der Notaufnahme und gute Behandlung; 5 Sterne ;vor 5 Monaten;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Nita w.;Ja;13 Rezensionen;"Eine an eh schon Krebserkrankte Patientin ohne wirkliche Behandlung wegzuschicken geht gar nicht.
Blutabnahme und ein kurzer Ultraschall wurden gemacht. Ja da ist was aber das müssen sie woanders abklären lassen oder Ja sie sind zu Gesund um hier zu bleiben. Wie kann man das wissen ohne weitere Maßnahmen.
Gibt es nichts außer Corona mehr bei euch ?
Ich bin richtig sauer ,dass meine Mutter nachhause geschickt wurde.
Das ist das allerletzte."; 1 Stern ;vor 6 Monaten;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Torsten Blank;Nein;7 Rezensionen;Nur gute Erfahrungen. Top organisiert, kaum Wartezeiten, freundliche und kompetente Ärzte und Mitarbeiter. Auch die Durchführung einer OP im ambulanten OP-Zentrum verlief gut organisiert.; 5 Sterne ;vor 6 Monaten;3;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Shaya Praeyodan;Nein;11 Rezensionen;Am besten kein Stern....!! Familienmitglied wurde, nachdem die Behandlung nicht mehr half, abgeschoben in einen Nebenraum. Wichtige Medikamente nicht mehr gegeben, Klingelknopf außer Reichweite gelegt, Getränk ebenso außer Reichweite. Der Raum war dunkel, sehr unsauber und die Person wurde sich selbst überlassen... das Krankenhauspersonal war unfreundlich und Arzt patzig. Corona hin oder her, eine intensivpflegebedürftige Person so allein zu lassen geht gar nicht! Die Familie holte die Person nach Hause, musste aber sehr gegen den Widerstand des Krankenhauses ankämpfen.... Kann somit keine Empfehlung aussprechen.; 1 Stern ;vor 7 Monaten;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Gina Elena;Nein;1 Rezension;Ich wa mit meine mann en Notaufnahme nach 9,5 sunden konnt der arzt und meinte ihr mann hat nix ,,,vo seine augen wa am kotzen und die hat ruhig seine milchsoko getrunken..unprofessionell und richtig arogant...schade weill sie stellen solche Ärzte da..; 1 Stern ;vor 7 Monaten;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;So Tu;Nein;2 Rezensionen;"Am besten gar keine Sterne - 0 Sterne !!!
Krankenhaus ist nicht weiter zu empfehlen.
Unfreundliche und sehr Unprofessionelle Pflegefachkräfte, Patienten die auf Hilfe angewiesen sind werden gar nicht betreut, stattdessen angeschrien.
Habe es persönlich als Angehörige miterlebt.
-Erfahrung auf der Station 2A - Augenheilkunde -"; 1 Stern ;vor 7 Monaten;5;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Jonas Weelborg;Nein;1 Rezension;Kein Text; 1 Stern ;vor 7 Monaten;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Daniel Drude;Nein;19 Rezensionen;Krankenhaus? Schämen solltet ihr euch...so schlechte,  abartige und inkompetente Ärzte habe ich noch nie erlebt. Unbegreiflich wie so ein Krankenhaus in Deutschland existieren darf....Solltet ihr Verdacht auf Brustkrebs haben, empfehle ich euch um dieses Krankenhaus einen großen Bogen zu machen! Meine Frau ist mittlerweile am Ende und dieses Krankenhaus hat alles dazu beigetragen...; 1 Stern ;vor 7 Monaten;7;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Mehmet Temel;Nein;12 Rezensionen;Kein Text; 5 Sterne ;vor 7 Monaten;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;N. Simsek;Nein;10 Rezensionen;Wir haben ein Fall erlebt welches nicht in Ordnung war. Es hiess leider das die Wahrnehmung das Empfinden meiner Mutter so sei. Meine Mutter ist die Patientin gewesen. Wenn man persönlich am eigenen leib etwas erlebt dann kann es keine Wahrnehmung oder empfinden sein. Die haben sich für das empfinden und Wahrnehmung meiner Mutter entschuldigt, aber nicht für das was sie meiner Mutter angetan haben. Leider kann ich es hier nicht ausführlicher beschreiben. Die Op verlief gut das andere ist einbisschen fraglich. Es gibt Ärzte die mal so sind oder so. Die Patientenfürsprecher sind nicht unbedingt unabhängig. Wir hatten ein Gespräch mit der Geschäftsführerin und der Patientenfürsprecherin. Da merkte man genau das Sie sich untereinander schon abgesprochen hatten. Im grossen und ganzen konnten wir es klären. Der Fall wurde nicht zugegeben. Was dort passiert ist durfte nicht passieren. Meine Mutter wurde an der Schilddrüse operiert. Sowas hatte ich in keiner Klinik erlebt. Nach meiner Meinung müssten Fehler zugegeben werden damit solche fehler nicht nochmal passieren. Ich hoffe nur für die verantwortlichen das die genau das erleben was die meiner Mutter angetan haben. Ich müsste noch etwas Ergänzen einen Dr. Obanyo würde ich euch nicht empfehlen weil er sich für seine fehler noch nicht mal entschuldigen kann. Statt dessen haben sich andere für seine fehler entschuldigt.; 1 Stern ;vor 7 Monaten;4;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Link Cordes;Nein;Keine Angabe;Kein Text; 2 Sterne ;vor 7 Monaten;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Doris Hamann;Nein;8 Rezensionen;Mein Mann 14tage dort gewesen wegen Copd wurde als gesund entlassen. 2Stunden zu Hause sofort zur Notaufnahme zum nächsten Krankenhaus herausgestellt hat sich eine Lungenendzündung ...wie kann ein behandelnder Arzt im Pius so etwas nicht feststellen....??? Bzw. Übersehen???; 1 Stern ;vor 8 Monaten;3;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Peter Lohmann;Nein;17 Rezensionen;"Sehr nette Ärzte und Schwestern. Sehr saubere Zimmer. Das Essen war auch sehr gut.
Immer wieder Pius! Gruß an Station 2 A"; 5 Sterne ;vor 8 Monaten;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;M H;Ja;21 Rezensionen;Menschlicher Umgang! Zwei Operationen hier sind gut verlaufen.; 4 Sterne ;vor 8 Monaten;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;ooo qqq;Ja;12 Rezensionen;ich könnte hier sehr viele Gründe aufführen aber dann würde ich sicherlich Post von einem Anwalt erhalten; 1 Stern ;vor 8 Monaten;4;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Janine;Ja;37 Rezensionen;"Aufenthalt zur Metallentfernung bei meinem 9 Jährigen Sohn . Ein besonderer Dank geht an das gesamte Personal der Station 4D inkl. der Versorungsassistentinnen die sich wirklich sehr lieb gekümmert haben . Ebenso das Team im Aufwachraum welches sich große Mühe gegeben hat unserem kleinen Mann die Angst zu nehmen , besonders eine Schwester hat sich ein doppel Sternchen verdient für ihre kreativität wie man den Fotos entnehmen kann . Die Zentrale Aufnahme hat ebenfalls keine Wünsche offen gelassen . Wir haben uns wirklich gut aufgehoben und durch das Ärzteteam um Dr. med. Ferenc J. Dunai gut aufgeklärt und betreut gefühlt

Einen Stern Abzug leider für die Patientenanmeldung , eine ältere Dame die sich auch im letzten Jahr schon für die wichtigste Person im ganzen Krankenhaus gehalten hat . Eine schrecklich unfreundliche Person , da wirds Zeit für die Rente ( Und falls die gute Dame dies liest,  ich durfte bei meinem Sohn bleiben wie auch im letzten Jahr , auch wenn Ihnen das nicht passt , Sie haben das nicht zu entscheiden !)"; 4 Sterne ;vor 8 Monaten;3;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Dorid Hohnhorst;Nein;1 Rezension;Ich war in der chirugischen Ambulanz mit Verdacht auf Bauchdeckenriss. Ultraschall wurde gemacht, mit dem Kommentar das ich ja einige cm Bauchfett zuviel hätte . Funktioniert Ultraschall nur bei dünnen Menschen ? Ich fand den Kommentar des Arztes völlig daneben.; 2 Sterne ;vor 8 Monaten;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Gernot von Weyhe;Ja;56 Rezensionen;Ein Familienmitglied von mir wurde nach mehreren sehr schlecht verlaufenen Operationen im DELMENHORSTER KRANKENHAUS im Pius erneut operiert. Wir waren sehr zufrieden und würden uns dort jederzeit wieder in Behandlung begeben. Man kann dieses Krankenhaus wirklich nur weiterempfehlen. Ebenfalls sehr zufrieden waren wir mit der Betreuung, der Unterbringung und der Verpflegung.; 5 Sterne ;vor 8 Monaten;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Dirk Jürgens;Nein;5 Rezensionen;Nicht zum empfehlen ob ich es war oder meine Frau zu tief enttäuscht; 1 Stern ;vor 9 Monaten;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Apfelsine 1899;Nein;69 Rezensionen;Rezeption an der Notaufnahme sehr unfreundlich!!; 1 Stern ;vor 9 Monaten;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Martina Peek;Nein;1 Rezension;Danke, dass ich nicht zu meinem Vater durfte. Gestern bin ich 2 1/2 Stunden runtergefahren um ihn noch einmal zu sehen. Leider wurde ich nicht reingelassen. Nun ist er verstorben und ich konnte mich nicht mehr von ihm verabschieden. Ich verstehe ja die Coronaregeln aber ich denke in solchen Fällen sollte auch mal eine Ausnahme gemacht werden.; 1 Stern ;vor 9 Monaten;12;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Ute Kördel;Nein;1 Rezension;Sehr zufrieden mit der ärztlichen Leistung (Gynäkologie) und der Unterbringung. Außerordentlich freundliche Pflegekräfte und Ärzte/Ärztinnen die mit viel Geduld auf die Patientinnen eingehen und alles ausführlich erklären. Immer wieder; 5 Sterne ;vor 10 Monaten;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Ayla Schulz;Nein;7 Rezensionen;Dank der wunderbaren und kompetenten Ärzte,  wurde hier mein Leben gerettet. Führsorgliche Behandlung und Rücksichtnahme auf Ängste. Ich würde nie wieder in ein anderes Krankenhaus gehen.; 5 Sterne ;vor 10 Monaten;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Marco Sund;Ja;26 Rezensionen;Sehr freundliches Personal 😁; 5 Sterne ;vor 10 Monaten;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Thorsten Schwebel;Ja;57 Rezensionen;Kompetente Ärzte und gutes Essen! Alles stimmig!; 5 Sterne ;vor 10 Monaten;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Maikele;Ja;13 Rezensionen;Kein Text; 1 Stern ;vor 10 Monaten;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;V. Sch.;Ja;303 Rezensionen;"Es ist Zentral in der Stadt,  man kommt auch gut mit dem Bus hin . Parkmöglichkeiten gibt es auch direkt in der nähe.

Die Ärzte sind kompetent und erfahren, nehmen sich Zeit.  Die Krankenschwestern sind so sehr freundlich und immer hilfsbereit ein großes Dankeschön an euch für die Unterstützung und eure tolle Leistung!!!!🙏
Das essen ist auch in Ordnung. Die Zimmer sind sauber."; 5 Sterne ;vor einem Jahr;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Günter Backhaus;Nein;Keine Angabe;Kein Text; 5 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Маргарита Абжалимова;Nein;7 Rezensionen;Voll die mega nette Frau am Telefon hat mir alles erklärt wie und was und andere Krankenhäuser wollten nicht mal mit mir reden und mir paar Sachen erklären wenn ihr Fragen habt ruft am besten bei diesem krankenhaus an das ist die netteste Frau überhaupt; 5 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Natalija Girdjuk;Ja;16 Rezensionen;"(Übersetzt von Google) Vielen Dank an alle Mitarbeiter. Ich war sehr beeindruckt von ihrer Professionalität. med. Petra Böhne viele Dank 🙏
Station F4 Dankeschön 👍

(Original)
Большое спасибо всему персоналу. Очень впечатлила меня своей профессиональностью Dr. med. Petra Böhne vielen Dank 🙏
Station F4 Dankeschön 👍"; 5 Sterne ;vor einem Jahr;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
